schema:*key,$text
ambient_TAVERN_COMMONER_BOTTOMLESS_F_0,"The whole tavern goes quiet for three seconds. Then erupts."
ambient_TAVERN_COMMONER_BOTTOMLESS_F_1,"A bard drops his instrument. You win."
ambient_TAVERN_COMMONER_BOTTOMLESS_F_2,"A barmaid shouts, 'Well that’s one way to get free drinks!'"
ambient_TAVERN_COMMONER_BOTTOMLESS_F_3,"A noble shouts, 'Have you no… wait, is that silk?'"
ambient_TAVERN_COMMONER_BOTTOMLESS_F_4,"A drunk slurs, 'Marry me! Or drink with me! Both!'"
ambient_TAVERN_COMMONER_BOTTOMLESS_F_5,"A jester mimics your stride—very poorly."
ambient_TAVERN_COMMONER_BOTTOMLESS_F_6,"Someone whistles the entire way across the bar."
ambient_TAVERN_COMMONER_BOTTOMLESS_F_7,"A server lays down a napkin. Reverently."
ambient_TAVERN_COMMONER_BOTTOMLESS_F_8,"A gambler says, 'If that’s a bluff, I fold.'"
ambient_TAVERN_COMMONER_BOTTOMLESS_F_9,"You hear, 'Legendary entrance.' Followed by, 'Tragic exit?'"

ambient_TAVERN_COMMONER_FULL_M_0,"A barmaid nods. 'Respectable look. For now.'"
ambient_TAVERN_COMMONER_FULL_M_1,"A drunk mutters, 'Trying too hard, shirt-boy.'"
ambient_TAVERN_COMMONER_FULL_M_2,"A bard plays a safe, boring tune as you pass."
ambient_TAVERN_COMMONER_FULL_M_3,"A tavern keeper nods approvingly. 'Clean. Not drunk. Odd.'"
ambient_TAVERN_COMMONER_FULL_M_4,"A gambler eyes you. 'Too proper to cheat.'"
ambient_TAVERN_COMMONER_FULL_M_5,"Someone whispers, 'That one must be lost.'"
ambient_TAVERN_COMMONER_FULL_M_6,"A jester frowns. 'No jokes to make.'"
ambient_TAVERN_COMMONER_FULL_M_7,"A mug is raised in polite acknowledgment."
ambient_TAVERN_COMMONER_FULL_M_8,"A bouncer grunts, 'Finally, one with pants.'"
ambient_TAVERN_COMMONER_FULL_M_9,"You fade into the background. Safely ignored."

ambient_TAVERN_COMMONER_FULL_F_0,"A barmaid nods. 'You look put together. Unusual.'"
ambient_TAVERN_COMMONER_FULL_F_1,"A drunk slurs, 'Well someone’s not here to party... yet.'"
ambient_TAVERN_COMMONER_FULL_F_2,"A bard smiles. 'Ah, dignity in a den of noise.'"
ambient_TAVERN_COMMONER_FULL_F_3,"A noblewoman scoffs. 'Too clean for this place.'"
ambient_TAVERN_COMMONER_FULL_F_4,"A serving girl offers you the cleanest table. It’s still sticky."
ambient_TAVERN_COMMONER_FULL_F_5,"A gambler says, 'Too serious. Must be new.'"
ambient_TAVERN_COMMONER_FULL_F_6,"A jester grins. 'Don’t worry, we’ll fix that outfit by midnight.'"
ambient_TAVERN_COMMONER_FULL_F_7,"A patron whispers, 'That one’s here for business, not pleasure.'"
ambient_TAVERN_COMMONER_FULL_F_8,"A drunk drops a coin near you. Tests your reaction."
ambient_TAVERN_COMMONER_FULL_F_9,"You blend in just enough to avoid trouble. Almost."

ambient_TAVERN_NOBLE_FULL_M_0,"A bard stands and bows. 'My lord honors us with his presence.'"
ambient_TAVERN_NOBLE_FULL_M_1,"A server quickly wipes a seat. 'This way, sir.'"
ambient_TAVERN_NOBLE_FULL_M_2,"A gambler whistles. 'High roller incoming!'"
ambient_TAVERN_NOBLE_FULL_M_3,"A drunk tries to curtsy and almost dies."
ambient_TAVERN_NOBLE_FULL_M_4,"A barmaid blushes. 'Nice... everything.'"
ambient_TAVERN_NOBLE_FULL_M_5,"A jester mimics nobility until you glare. He stops."
ambient_TAVERN_NOBLE_FULL_M_6,"Someone whispers, 'Noble gold smells like everyone else’s.'"
ambient_TAVERN_NOBLE_FULL_M_7,"A local says, 'Best-dressed man in a room full of stains.'"
ambient_TAVERN_NOBLE_FULL_M_8,"A server trips over their own shoes. Twice."
ambient_TAVERN_NOBLE_FULL_M_9,"You hear clinking mugs and muttered titles."

ambient_TAVERN_NOBLE_FULL_F_0,"A bard stumbles over words. 'Radiant… no, regal!'"
ambient_TAVERN_NOBLE_FULL_F_1,"A barmaid gasps, 'She's glowing. Or it's the dress.'"
ambient_TAVERN_NOBLE_FULL_F_2,"A drunk mutters, 'She ain’t from 'round here…'"
ambient_TAVERN_NOBLE_FULL_F_3,"A server bows deeply. 'Right this way, my lady!'"
ambient_TAVERN_NOBLE_FULL_F_4,"A gambler says, 'I bet she owns this place.'"
ambient_TAVERN_NOBLE_FULL_F_5,"A child stares in awe. 'Is she a queen?'"
ambient_TAVERN_NOBLE_FULL_F_6,"A nobleman straightens up, suddenly serious."
ambient_TAVERN_NOBLE_FULL_F_7,"A jester kneels dramatically. Overdoes it. Gets stepped on."
ambient_TAVERN_NOBLE_FULL_F_8,"You hear whispers: 'She shouldn’t be here… but I’m glad she is.'"
ambient_TAVERN_NOBLE_FULL_F_9,"A serving girl mouths 'wow' and forgets the order."

ambient_TAVERN_RELIGIOUS_GARB_M_0,"A drunk mumbles, 'We’re not worthy, priest… person…'"
ambient_TAVERN_RELIGIOUS_GARB_M_1,"A bard shifts to a hymn instinctively."
ambient_TAVERN_RELIGIOUS_GARB_M_2,"A barmaid offers water. 'Just in case.'"
ambient_TAVERN_RELIGIOUS_GARB_M_3,"A server whispers, 'Blessings upon your round…?'"
ambient_TAVERN_RELIGIOUS_GARB_M_4,"A gambler puts away his dice, respectfully."
ambient_TAVERN_RELIGIOUS_GARB_M_5,"A jester stares in silence. That’s new."
ambient_TAVERN_RELIGIOUS_GARB_M_6,"Someone murmurs, 'He walks with the gods. Or at least with sandals.'"
ambient_TAVERN_RELIGIOUS_GARB_M_7,"You’re offered the quietest seat in the house. It’s not quiet for long."
ambient_TAVERN_RELIGIOUS_GARB_M_8,"A priest nods to you from the shadows. Huh."
ambient_TAVERN_RELIGIOUS_GARB_M_9,"A barmaid crosses herself. Twice."

ambient_TAVERN_RELIGIOUS_GARB_F_0,"A bard plays a soft, respectful tune."
ambient_TAVERN_RELIGIOUS_GARB_F_1,"A drunk whispers, 'That's either a saint or trouble… maybe both.'"
ambient_TAVERN_RELIGIOUS_GARB_F_2,"A barmaid offers you tea. No one gets tea here."
ambient_TAVERN_RELIGIOUS_GARB_F_3,"A noblewoman bows her head slightly as you pass."
ambient_TAVERN_RELIGIOUS_GARB_F_4,"Someone mutters, 'Dibella? Mara? Whoever she is, I feel judged.'"
ambient_TAVERN_RELIGIOUS_GARB_F_5,"A jester hides behind a curtain, respectfully."
ambient_TAVERN_RELIGIOUS_GARB_F_6,"A priest nods solemnly from across the room."
ambient_TAVERN_RELIGIOUS_GARB_F_7,"A barmaid gives you a seat near the fire. And silence."
ambient_TAVERN_RELIGIOUS_GARB_F_8,"A gambler folds before even playing."
ambient_TAVERN_RELIGIOUS_GARB_F_9,"You hear: 'A holy woman... in this pit?'"

ambient_TAVERN_NOBLE_INDECENT_M_0,"A drunk laughs, 'Fancy *and* scandalous!'"
ambient_TAVERN_NOBLE_INDECENT_M_1,"A bard starts singing before realizing the nobles are glaring."
ambient_TAVERN_NOBLE_INDECENT_M_2,"A server stutters, 'Uhh… table for one, sir?'"
ambient_TAVERN_NOBLE_INDECENT_M_3,"A jester bows low. 'Milord of no pants!'"
ambient_TAVERN_NOBLE_INDECENT_M_4,"A nobleman mutters, 'He dishonors velvet… somehow.'"
ambient_TAVERN_NOBLE_INDECENT_M_5,"A drunk toasts, 'To boldness! And breeches!'"
ambient_TAVERN_NOBLE_INDECENT_M_6,"Someone drops a mug. And their jaw."
ambient_TAVERN_NOBLE_INDECENT_M_7,"A barmaid yells, 'Put something on or buy *everyone* drinks!'"
ambient_TAVERN_NOBLE_INDECENT_M_8,"A tailor cries quietly in a corner."
ambient_TAVERN_NOBLE_INDECENT_M_9,"You hear, 'Gold doesn’t excuse *everything*...'"

ambient_TAVERN_NOBLE_INDECENT_F_0,"A barmaid gasps, 'That’s not fashion, that’s fire!'"
ambient_TAVERN_NOBLE_INDECENT_F_1,"A bard sings, 'The Lady of Almost-Too-Much' and gets slapped."
ambient_TAVERN_NOBLE_INDECENT_F_2,"A noblewoman snorts, 'How... daring.'"
ambient_TAVERN_NOBLE_INDECENT_F_3,"A server spills wine all over his notes."
ambient_TAVERN_NOBLE_INDECENT_F_4,"A gambler mutters, 'High stakes... low neckline.'"
ambient_TAVERN_NOBLE_INDECENT_F_5,"Someone whistles a bit too long."
ambient_TAVERN_NOBLE_INDECENT_F_6,"A jester offers you a sash. Sarcastically."
ambient_TAVERN_NOBLE_INDECENT_F_7,"A drunk mutters, 'That's either noble art… or noble chaos.'"
ambient_TAVERN_NOBLE_INDECENT_F_8,"You hear, 'Dibella would be *proud*.'"
ambient_TAVERN_NOBLE_INDECENT_F_9,"A barmaid shouts, 'Save some scandal for the rest of us!'"

ambient_TAVERN_NOBLE_NO_JEWELS_M_0,"A bard sings, 'Dressed for greatness, but lacking glitter.'"
ambient_TAVERN_NOBLE_NO_JEWELS_M_1,"A drunk yells, 'Lost your necklace in the dice pit?'"
ambient_TAVERN_NOBLE_NO_JEWELS_M_2,"A barmaid squints. 'Something’s missing… shine, maybe?'"
ambient_TAVERN_NOBLE_NO_JEWELS_M_3,"A noble scoffs, 'A noble without jewels? Embarrassing.'"
ambient_TAVERN_NOBLE_NO_JEWELS_M_4,"A jester points at your fingers. 'Naked as your ring hand!'"
ambient_TAVERN_NOBLE_NO_JEWELS_M_5,"A gambler jokes, 'Bet it all on style and lost the sparkle.'"
ambient_TAVERN_NOBLE_NO_JEWELS_M_6,"You hear, 'Looks expensive… almost.'"
ambient_TAVERN_NOBLE_NO_JEWELS_M_7,"A server offers you a napkin. You’re not sure why."
ambient_TAVERN_NOBLE_NO_JEWELS_M_8,"A bard sighs. 'A tale of near-perfection.'"
ambient_TAVERN_NOBLE_NO_JEWELS_M_9,"A tailor weeps. 'So close... so close.'"

ambient_TAVERN_NOBLE_NO_JEWELS_F_0,"A barmaid gasps, 'No earrings? What a waste!'"
ambient_TAVERN_NOBLE_NO_JEWELS_F_1,"A bard changes the chorus to 'Plainly Perfect.'"
ambient_TAVERN_NOBLE_NO_JEWELS_F_2,"A noblewoman smirks, 'Forgot your sparkle, dear?'"
ambient_TAVERN_NOBLE_NO_JEWELS_F_3,"A jester mimes putting rings on all your fingers."
ambient_TAVERN_NOBLE_NO_JEWELS_F_4,"A server drops a tray while staring."
ambient_TAVERN_NOBLE_NO_JEWELS_F_5,"Someone mutters, 'Such taste… so incomplete.'"
ambient_TAVERN_NOBLE_NO_JEWELS_F_6,"A gambler offers you a fake ring. Laughs nervously."
ambient_TAVERN_NOBLE_NO_JEWELS_F_7,"A bard sings, 'The Gemless Jewel of the Court.'"
ambient_TAVERN_NOBLE_NO_JEWELS_F_8,"A child stares and says, 'Where’s her crown?'"
ambient_TAVERN_NOBLE_NO_JEWELS_F_9,"You hear, 'She’s fierce… and frugal.'"

ambient_TAVERN_NOBLE_BATTLE_READY_M_0,"A drunk shouts, 'Now *that’s* who I want on my side!'"
ambient_TAVERN_NOBLE_BATTLE_READY_M_1,"A bard sings, 'Steel and silk, sword and swagger!'"
ambient_TAVERN_NOBLE_BATTLE_READY_M_2,"A gambler folds immediately. 'Not messing with him.'"
ambient_TAVERN_NOBLE_BATTLE_READY_M_3,"A barmaid swoons. 'Dangerous *and* dashing.'"
ambient_TAVERN_NOBLE_BATTLE_READY_M_4,"A jester hides under a table. Dramatically."
ambient_TAVERN_NOBLE_BATTLE_READY_M_5,"Someone mutters, 'What’s he guarding? The taproom?'"
ambient_TAVERN_NOBLE_BATTLE_READY_M_6,"A server offers your drink *before* you order."
ambient_TAVERN_NOBLE_BATTLE_READY_M_7,"A bard plays something loud and heroic."
ambient_TAVERN_NOBLE_BATTLE_READY_M_8,"A patron asks, 'Is that a noble or a one-man army?'"
ambient_TAVERN_NOBLE_BATTLE_READY_M_9,"You hear whispers: 'Steel and swagger.'"

ambient_TAVERN_NOBLE_BATTLE_READY_F_0,"A bard gasps, 'A warrior queen walks among us!'"
ambient_TAVERN_NOBLE_BATTLE_READY_F_1,"A drunk toasts, 'To blades and beauty!'"
ambient_TAVERN_NOBLE_BATTLE_READY_F_2,"A barmaid swoons. 'Finally, a real lady *and* a fighter.'"
ambient_TAVERN_NOBLE_BATTLE_READY_F_3,"A noblewoman mutters, 'I want that armor. And that presence.'"
ambient_TAVERN_NOBLE_BATTLE_READY_F_4,"A jester drops his juggling pins. They scatter. No one cares."
ambient_TAVERN_NOBLE_BATTLE_READY_F_5,"Someone whispers, 'She looks like she could duel a Daedra and win.'"
ambient_TAVERN_NOBLE_BATTLE_READY_F_6,"A bard plays a battle hymn in your honor. He improvises the ending."
ambient_TAVERN_NOBLE_BATTLE_READY_F_7,"A gambler stands and bows. Unusual… and telling."
ambient_TAVERN_NOBLE_BATTLE_READY_F_8,"A barmaid salutes you with a mug. Froth and all."
ambient_TAVERN_NOBLE_BATTLE_READY_F_9,"You hear in awe, 'She’s not here to drink. She’s here to *conquer*.'"

ambient_SHOP_FULLY_NUDE_M_0,"The shopkeeper screams, 'By the Divines! OUT!'"
ambient_SHOP_FULLY_NUDE_M_1,"A customer drops their purchase and bolts."
ambient_SHOP_FULLY_NUDE_M_2,"A guard is summoned with a bell... and a scream."
ambient_SHOP_FULLY_NUDE_M_3,"A child stares. A mother gasps. A scandal is born."
ambient_SHOP_FULLY_NUDE_M_4,"A merchant covers a mannequin, confused."
ambient_SHOP_FULLY_NUDE_M_5,"You hear, 'This is a tailor, not a torture chamber!'"
ambient_SHOP_FULLY_NUDE_M_6,"A seamstress hurls a curtain at you like a net."
ambient_SHOP_FULLY_NUDE_M_7,"A noble huffs, 'Disgraceful. Simply disgraceful.'"
ambient_SHOP_FULLY_NUDE_M_8,"Someone yells, 'This is NOT that kind of shop!'"
ambient_SHOP_FULLY_NUDE_M_9,"The door locks behind you. Automatically."

ambient_SHOP_FULLY_NUDE_F_0,"The shopkeeper gasps. 'Miss, you're… you’re…!'"
ambient_SHOP_FULLY_NUDE_F_1,"A tailor drops a needle into his boot. Doesn’t notice."
ambient_SHOP_FULLY_NUDE_F_2,"A noblewoman shouts, 'Cover her! Cover HER!'"
ambient_SHOP_FULLY_NUDE_F_3,"A mannequin falls over. Possibly in protest."
ambient_SHOP_FULLY_NUDE_F_4,"A guard is summoned with a flying ledger."
ambient_SHOP_FULLY_NUDE_F_5,"A bard tries to sing but chokes on the first note."
ambient_SHOP_FULLY_NUDE_F_6,"A silk merchant faints onto his own display."
ambient_SHOP_FULLY_NUDE_F_7,"A child asks, 'Mummy, is that fashion?'"
ambient_SHOP_FULLY_NUDE_F_8,"Someone screams. Another claps. Confusion reigns."
ambient_SHOP_FULLY_NUDE_F_9,"You hear, 'She’ll need boots. And pants. And *everything*.'"

ambient_SHOP_UNDERWEAR_ONLY_M_0,"The tailor raises an eyebrow. 'Interesting choice, sir.'"
ambient_SHOP_UNDERWEAR_ONLY_M_1,"A merchant mutters, 'Hope that’s a fitting accident…'"
ambient_SHOP_UNDERWEAR_ONLY_M_2,"A guard at the door sighs. 'Another one?'"
ambient_SHOP_UNDERWEAR_ONLY_M_3,"You hear giggling from behind a curtain."
ambient_SHOP_UNDERWEAR_ONLY_M_4,"A clerk whispers, 'At least it’s clean… I hope.'"
ambient_SHOP_UNDERWEAR_ONLY_M_5,"A customer hurries past you and doesn’t look back."
ambient_SHOP_UNDERWEAR_ONLY_M_6,"Someone coughs. Loudly. Repeatedly."
ambient_SHOP_UNDERWEAR_ONLY_M_7,"A bard plays a suspenseful trill as you pass."
ambient_SHOP_UNDERWEAR_ONLY_M_8,"A tailor says, 'Let’s start with trousers, yes?'"
ambient_SHOP_UNDERWEAR_ONLY_M_9,"You feel every eye judging. Some more than others."

ambient_SHOP_UNDERWEAR_ONLY_F_0,"A shopkeeper blinks. 'Do you… need assistance?'"
ambient_SHOP_UNDERWEAR_ONLY_F_1,"A noblewoman glares. 'Undergarments *are not* outfits.'"
ambient_SHOP_UNDERWEAR_ONLY_F_2,"A clerk covers a display. Out of politeness. Or fear."
ambient_SHOP_UNDERWEAR_ONLY_F_3,"Someone drops a box of buttons. Loudly."
ambient_SHOP_UNDERWEAR_ONLY_F_4,"A bard whispers, 'She walks in lace and audacity.'"
ambient_SHOP_UNDERWEAR_ONLY_F_5,"A child yells, 'That lady forgot her dress!'"
ambient_SHOP_UNDERWEAR_ONLY_F_6,"A serving boy flees into the stockroom."
ambient_SHOP_UNDERWEAR_ONLY_F_7,"A tailor hands you a robe. Silently. Respectfully."
ambient_SHOP_UNDERWEAR_ONLY_F_8,"A shopper gasps, 'She can’t be serious… can she?'"
ambient_SHOP_UNDERWEAR_ONLY_F_9,"You hear murmurs behind every curtain."

ambient_SHOP_COMMONER_TOPLESS_M_0,"A tailor winces. 'Shirtless is not timeless, sir.'"
ambient_SHOP_COMMONER_TOPLESS_M_1,"A clerk offers you a vest. 'On the house. Please.'"
ambient_SHOP_COMMONER_TOPLESS_M_2,"A noble sneers, 'Savages at the silk counter again.'"
ambient_SHOP_COMMONER_TOPLESS_M_3,"You hear, 'Hope that’s part of a fitting… or a dare.'"
ambient_SHOP_COMMONER_TOPLESS_M_4,"A bard sings, 'The Man with No Shirt and Too Much Confidence!'"
ambient_SHOP_COMMONER_TOPLESS_M_5,"A serving maid giggles until her boss glares."
ambient_SHOP_COMMONER_TOPLESS_M_6,"A tailor mutters, 'Great shoulders. Zero shame.'"
ambient_SHOP_COMMONER_TOPLESS_M_7,"You feel a cold draft. And burning eyes."
ambient_SHOP_COMMONER_TOPLESS_M_8,"A mannequin seems to be judging you. Harshly."
ambient_SHOP_COMMONER_TOPLESS_M_9,"A merchant clears his throat. Loudly. Persistently."

ambient_SHOP_COMMONER_TOPLESS_F_0,"A noblewoman gasps, 'That’s not a blouse, that’s blasphemy!'"
ambient_SHOP_COMMONER_TOPLESS_F_1,"A tailor drops a bolt of fabric. Pure silk. Tragedy."
ambient_SHOP_COMMONER_TOPLESS_F_2,"A bard sings, 'Bold as brass, smooth as scandal.'"
ambient_SHOP_COMMONER_TOPLESS_F_3,"Someone whispers, 'She’s either rich or lost.'"
ambient_SHOP_COMMONER_TOPLESS_F_4,"A clerk offers a shawl. 'No charge. Just… please.'"
ambient_SHOP_COMMONER_TOPLESS_F_5,"A guard peeks in, sees you, and closes the door again."
ambient_SHOP_COMMONER_TOPLESS_F_6,"You hear, 'She walked in like she owned the place... and forgot her top.'"
ambient_SHOP_COMMONER_TOPLESS_F_7,"A tailor takes your measurements from ten feet away."
ambient_SHOP_COMMONER_TOPLESS_F_8,"A noble drops his monocle. Classic."
ambient_SHOP_COMMONER_TOPLESS_F_9,"A child giggles. Then asks loudly, 'Is that allowed?'"

ambient_SHOP_COMMONER_BOTTOMLESS_M_0,"A merchant shouts, 'NO SHOES, NO PANTS, NO SERVICE!'"
ambient_SHOP_COMMONER_BOTTOMLESS_M_1,"A bard stops mid-verse. 'Oh dear... oh no.'"
ambient_SHOP_COMMONER_BOTTOMLESS_M_2,"A guard rushes in. Then just shakes his head."
ambient_SHOP_COMMONER_BOTTOMLESS_M_3,"A clerk hides behind the counter until you leave."
ambient_SHOP_COMMONER_BOTTOMLESS_M_4,"Someone drops a bolt of linen and runs."
ambient_SHOP_COMMONER_BOTTOMLESS_M_5,"A child asks, 'Is he here for *pants*?'"
ambient_SHOP_COMMONER_BOTTOMLESS_M_6,"A tailor offers you breeches. *Urgently.*"
ambient_SHOP_COMMONER_BOTTOMLESS_M_7,"You feel your dignity slipping. Like your hemline."
ambient_SHOP_COMMONER_BOTTOMLESS_M_8,"A mannequin is now better dressed than you."
ambient_SHOP_COMMONER_BOTTOMLESS_M_9,"You hear, 'Oh no. Not again. This town... this town.'"

ambient_SHOP_COMMONER_BOTTOMLESS_F_0,"A noblewoman screams, 'WHERE is the manager?!'"
ambient_SHOP_COMMONER_BOTTOMLESS_F_1,"A bard whistles a slow, scandalous tune."
ambient_SHOP_COMMONER_BOTTOMLESS_F_2,"A clerk offers a skirt like it’s a lifeline."
ambient_SHOP_COMMONER_BOTTOMLESS_F_3,"A merchant covers a mirror. For everyone’s sake."
ambient_SHOP_COMMONER_BOTTOMLESS_F_4,"A customer leaves. Fast. Drops coin purse."
ambient_SHOP_COMMONER_BOTTOMLESS_F_5,"A tailor gasps, 'By Dibella’s grace!'"
ambient_SHOP_COMMONER_BOTTOMLESS_F_6,"A serving girl offers a curtain. Entirely serious."
ambient_SHOP_COMMONER_BOTTOMLESS_F_7,"Someone whispers, 'She’s wearing… confidence. And that’s all.'"
ambient_SHOP_COMMONER_BOTTOMLESS_F_8,"A dress form falls over. Unrelated?"
ambient_SHOP_COMMONER_BOTTOMLESS_F_9,"You hear, 'I… I need air. And pants.'"

ambient_SHOP_COMMONER_FULL_M_0,"A merchant nods. 'Good taste for simple folk.'"
ambient_SHOP_COMMONER_FULL_M_1,"A tailor smiles faintly. 'Finally, someone normal.'"
ambient_SHOP_COMMONER_FULL_M_2,"A bard shrugs. 'No drama. No poetry either.'"
ambient_SHOP_COMMONER_FULL_M_3,"A clerk waves you in without hesitation."
ambient_SHOP_COMMONER_FULL_M_4,"A noble glances. Then ignores you. Perfect."
ambient_SHOP_COMMONER_FULL_M_5,"Someone says, 'Plain, clean, decent. Not exciting.'"
ambient_SHOP_COMMONER_FULL_M_6,"A guard sees you and goes back to sleep."
ambient_SHOP_COMMONER_FULL_M_7,"You fit in. Maybe too well."
ambient_SHOP_COMMONER_FULL_M_8,"A server offers you tea. That’s rare."
ambient_SHOP_COMMONER_FULL_M_9,"A dress form nods in silent respect. Or wobbles."

ambient_SHOP_NOBLE_FULL_M_0,"A merchant beams. 'Ah, a true gentleman of style!'"
ambient_SHOP_NOBLE_FULL_M_1,"A tailor bows. 'Please, allow me to serve *you*.'"
ambient_SHOP_NOBLE_FULL_M_2,"A clerk clears a table just for you. It gleams."
ambient_SHOP_NOBLE_FULL_M_3,"A bard murmurs, 'He walks like gold and silk.'"
ambient_SHOP_NOBLE_FULL_M_4,"A guard salutes. 'Even nobles need socks.'"
ambient_SHOP_NOBLE_FULL_M_5,"A customer whispers, 'That’s what wealth looks like.'"
ambient_SHOP_NOBLE_FULL_M_6,"A dress form is adjusted to look more like you."
ambient_SHOP_NOBLE_FULL_M_7,"A barmaid curtsies before realizing this isn’t a tavern."
ambient_SHOP_NOBLE_FULL_M_8,"A noblewoman glances and nods. Just once."
ambient_SHOP_NOBLE_FULL_M_9,"You hear, 'He could buy the whole shop. Twice.'"

ambient_SHOP_NOBLE_FULL_F_0,"The room stills. 'That dress… that *presence*!'"
ambient_SHOP_NOBLE_FULL_F_1,"A tailor faints briefly, overcome by elegance."
ambient_SHOP_NOBLE_FULL_F_2,"A bard begins composing. Out loud. Immediately."
ambient_SHOP_NOBLE_FULL_F_3,"A merchant bows and whispers, 'Right this way, my lady.'"
ambient_SHOP_NOBLE_FULL_F_4,"A clerk drops a ribbon. And their jaw."
ambient_SHOP_NOBLE_FULL_F_5,"A noblewoman mutters, 'She owns this room.'"
ambient_SHOP_NOBLE_FULL_F_6,"A child gasps, 'She looks like a painting!'"
ambient_SHOP_NOBLE_FULL_F_7,"A guard opens the door without being asked."
ambient_SHOP_NOBLE_FULL_F_8,"A page offers perfume. He wasn’t trained to."
ambient_SHOP_NOBLE_FULL_F_9,"You hear, 'If fashion had a face… it’s hers.'"

ambient_SHOP_RELIGIOUS_GARB_M_0,"A merchant squints. 'Clergy? Or just devout?'"
ambient_SHOP_RELIGIOUS_GARB_M_1,"A clerk offers incense. 'Comes with a discount for blessings.'"
ambient_SHOP_RELIGIOUS_GARB_M_2,"A tailor mutters, 'Robes? Yes, I have robes… holy ones.'"
ambient_SHOP_RELIGIOUS_GARB_M_3,"A bard switches to a hymn. Automatically."
ambient_SHOP_RELIGIOUS_GARB_M_4,"A nun in the back nods silently. Then vanishes."
ambient_SHOP_RELIGIOUS_GARB_M_5,"Someone whispers, 'Buy one. Pray twice.'"
ambient_SHOP_RELIGIOUS_GARB_M_6,"A serving girl drops a candle. Symbolic, maybe."
ambient_SHOP_RELIGIOUS_GARB_M_7,"A guard speaks softly. 'Respect, brother.'"
ambient_SHOP_RELIGIOUS_GARB_M_8,"You are offered sandals. Always sandals."
ambient_SHOP_RELIGIOUS_GARB_M_9,"A monk bows and buys nothing. Inspired by you."

ambient_SHOP_RELIGIOUS_GARB_F_0,"A tailor gasps. 'Such grace… such modest embroidery!'"
ambient_SHOP_RELIGIOUS_GARB_F_1,"A clerk crosses herself. Twice. Out of instinct."
ambient_SHOP_RELIGIOUS_GARB_F_2,"A bard starts a slow hymn with shaking hands."
ambient_SHOP_RELIGIOUS_GARB_F_3,"A merchant bows without realizing it."
ambient_SHOP_RELIGIOUS_GARB_F_4,"A customer backs away respectfully. Possibly in awe."
ambient_SHOP_RELIGIOUS_GARB_F_5,"A server offers you white cloth. You don’t need it."
ambient_SHOP_RELIGIOUS_GARB_F_6,"Someone whispers, 'She walks with the Nine… or above them.'"
ambient_SHOP_RELIGIOUS_GARB_F_7,"A priest nods through the window. Then disappears."
ambient_SHOP_RELIGIOUS_GARB_F_8,"The candles burn a little brighter when you pass."
ambient_SHOP_RELIGIOUS_GARB_F_9,"You hear no comments. Only reverent silence."

ambient_SHOP_NOBLE_INDECENT_M_0,"A tailor gasps. 'Such fabric! Such *lack of restraint*!'"
ambient_SHOP_NOBLE_INDECENT_M_1,"A merchant mutters, 'Dressed like a duke… drunk like a fool.'"
ambient_SHOP_NOBLE_INDECENT_M_2,"A noble scoffs. 'It’s called *implied* wealth, not exposed wealth.'"
ambient_SHOP_NOBLE_INDECENT_M_3,"A bard begins a satire before you glare."
ambient_SHOP_NOBLE_INDECENT_M_4,"A clerk whispers, 'Sir, your jewel pouch is showing.'"
ambient_SHOP_NOBLE_INDECENT_M_5,"You hear, 'Gold thread, zero shame.'"
ambient_SHOP_NOBLE_INDECENT_M_6,"A jester tries to imitate you. Trips on a sash."
ambient_SHOP_NOBLE_INDECENT_M_7,"A guard coughs aggressively. Then leaves."
ambient_SHOP_NOBLE_INDECENT_M_8,"A mannequin is clothed more modestly than you."
ambient_SHOP_NOBLE_INDECENT_M_9,"Someone says, 'I admire the tailoring. Not the daring.'"

ambient_SHOP_NOBLE_INDECENT_F_0,"The shop goes silent. You hear pins drop. Literally."
ambient_SHOP_NOBLE_INDECENT_F_1,"A tailor fans herself. 'By Dibella’s silk! It’s art!'"
ambient_SHOP_NOBLE_INDECENT_F_2,"A noblewoman mutters, 'It’s not indecent if it’s custom.'"
ambient_SHOP_NOBLE_INDECENT_F_3,"A bard composes, weeps, and collapses in admiration."
ambient_SHOP_NOBLE_INDECENT_F_4,"A merchant gulps. 'May I suggest... a wrap?'"
ambient_SHOP_NOBLE_INDECENT_F_5,"A jester hides behind a curtain, peeking in awe."
ambient_SHOP_NOBLE_INDECENT_F_6,"Someone mutters, 'Noble? More like divine chaos.'"
ambient_SHOP_NOBLE_INDECENT_F_7,"A guard steps in, sees you, steps out. Fast."
ambient_SHOP_NOBLE_INDECENT_F_8,"A noble claps, slowly. Then turns red."
ambient_SHOP_NOBLE_INDECENT_F_9,"A child says, 'She’s shining!' and is dragged away."

ambient_SHOP_NOBLE_NO_JEWELS_M_0,"A merchant frowns. 'No ring? Curious.'"
ambient_SHOP_NOBLE_NO_JEWELS_M_1,"A clerk mutters, 'Fine tunic. Empty fingers.'"
ambient_SHOP_NOBLE_NO_JEWELS_M_2,"A bard sings, 'He walks with silk, but no gold.'"
ambient_SHOP_NOBLE_NO_JEWELS_M_3,"A tailor whispers, 'Almost noble… almost.'"
ambient_SHOP_NOBLE_NO_JEWELS_M_4,"A noble snorts. 'Forgot something shiny, didn’t he?'"
